osmid,surface,highway,maxspeed,lit,sidewalk,cycleway,oneway,reversed,length,geometry,lanes,source:maxspeed,cycleway:left,cycleway:right,cycleway:both,width,oneway:bicycle,access,parking:lane:both,parking:lane:left,lane_score,maxspeed_score,parking,parking_score,facility_type,separated_bike_la,shared_bike_lane,no_access_bike,cycle_track,dirt_cycle_track,no_bike_infra,path_cycle,score
5368838,sett,residential,30,yes,both,no,False,True,168.614,"LINESTRING (9.9668845 53.5826242, 9.9670054 53.5825523, 9.9672578 53.5824021, 9.9682481 53.5817468, 9.9686092 53.5815062)",2,,,,,,,,,,2,3,0,0,dirt_cycle_track,0,0.0,0.0,0.0,1.0,0.0,0.0,4.1312890403179985
142762606,asphalt,primary,50,yes,,track,False,True,41.442,"LINESTRING (9.9668845 53.5826242, 9.9670256 53.5828079, 9.967142 53.5829641)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
142762609,asphalt,primary,50,yes,both,track,False,False,126.84100000000001,"LINESTRING (9.9668845 53.5826242, 9.9668043 53.5825186, 9.9665419 53.5821936, 9.9665272 53.5821753, 9.9663518 53.5819715, 9.9661614 53.581776, 9.9659749 53.5816222)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
50390277,asphalt,primary,50,yes,right,,True,False,124.89800000000001,"LINESTRING (9.9707644 53.5830878, 9.969929 53.5838783, 9.9698913 53.583914, 9.9697816 53.5840468)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
20339701,asphalt,primary,50,yes,right,,True,False,98.88400000000001,"LINESTRING (9.9728782 53.5812683, 9.9722446 53.58185, 9.972184 53.5819056, 9.9720428 53.5820054)",2,,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
"[5112440, 369377046, 1185539895]",asphalt,tertiary,50,yes,both,no,False,True,141.64,"LINESTRING (9.9576257 53.5805084, 9.9577326 53.5805577, 9.9577752 53.5805779, 9.9579235 53.5806032, 9.9584109 53.5806425, 9.9593042 53.5807044, 9.9596625 53.5807292, 9.9597119 53.58073)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
136965454,asphalt,residential,30,yes,,no,True,False,10.755,"LINESTRING (9.97556 53.5789704, 9.9754086 53.5789347)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
"[391821257, 20339701, 1150179183]",asphalt,primary,50,yes,right,,True,False,163.982,"LINESTRING (9.97556 53.5789704, 9.9754058 53.5790847, 9.9751293 53.5793045, 9.9746629 53.5796786, 9.9740944 53.5801607)",2,,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
137247324,asphalt,residential,30,yes,both,no,False,True,53.67,"LINESTRING (9.9747286 53.5787443, 9.9745632 53.5787076, 9.9744065 53.5786651, 9.9739992 53.578533)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
"[391821201, 624777761]",asphalt,residential,30,yes,"['right', 'separate']",,True,False,44.063,"LINESTRING (9.9747286 53.5787443, 9.974957 53.5787545, 9.9751187 53.5787748, 9.9751972 53.5787896, 9.975379 53.5788239)",2,,no,track,,,,,,,2,3,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,3.346678023850059
400296519,,service,30,yes,,,False,False,14.396,"LINESTRING (9.9597119 53.58073, 9.9596979 53.5808592)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
"[5112440, 369377046, 1185539895]",asphalt,tertiary,50,yes,both,no,False,False,141.64000000000001,"LINESTRING (9.9597119 53.58073, 9.9596625 53.5807292, 9.9593042 53.5807044, 9.9584109 53.5806425, 9.9579235 53.5806032, 9.9577752 53.5805779, 9.9577326 53.5805577, 9.9576257 53.5805084)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[54499793, 1185539894]",asphalt,tertiary,50,yes,both,no,False,True,63.92399999999999,"LINESTRING (9.9597119 53.58073, 9.9598077 53.5807276, 9.959873 53.5807141, 9.9599595 53.5806748, 9.9602803 53.5805292, 9.9605082 53.5804222)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
142762618,asphalt,residential,30,yes,both,,False,True,68.545,"LINESTRING (9.9628759 53.5810611, 9.9621579 53.5815064)",2,,,,no,6.8,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
9897692,asphalt,residential,30,yes,both,no,False,False,63.471,"LINESTRING (9.9628759 53.5810611, 9.9625124 53.5807635, 9.9623992 53.5806698, 9.9623129 53.5805984)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
142762611,asphalt,residential,30,yes,both,opposite,True,False,139.245,"LINESTRING (9.9628759 53.5810611, 9.9634789 53.5815758, 9.9641205 53.5820717)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
"[142762618, 142762619]",asphalt,residential,30,yes,both,,False,False,123.25399999999999,"LINESTRING (9.9628759 53.5810611, 9.9633813 53.5808024, 9.9638779 53.5805824, 9.9642087 53.5804574, 9.9643721 53.5804022)",2,,,,no,6.8,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
142762611,asphalt,residential,30,yes,both,opposite,True,False,4.141,"LINESTRING (9.9649233 53.5825271, 9.964976 53.5825473)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
"[1022682166, 1022682167]",,service,30,yes,,,False,False,23.715,"LINESTRING (9.9649233 53.5825271, 9.9650348 53.5824502, 9.9651488 53.5823612)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
5368900,asphalt,residential,30,yes,both,opposite,True,False,38.727,"LINESTRING (9.965365 53.5837259, 9.9650419 53.5840166)",2,,,,no,6.8,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
234865664,asphalt,residential,30,yes,both,opposite,True,False,70.201,"LINESTRING (9.965365 53.5837259, 9.9645709 53.5833624, 9.9645243 53.5833393)",2,,,,,6.8,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
142762605,asphalt,primary,50,yes,both,track,False,False,30.673,"LINESTRING (9.9643721 53.5804022, 9.9641881 53.5801489)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
"[137159048, 137159047]",asphalt,primary,50,yes,both,track,False,True,64.01400000000001,"LINESTRING (9.9643721 53.5804022, 9.9644727 53.5805295, 9.9645577 53.5806222, 9.9646844 53.5807278, 9.9647603 53.5807777, 9.9648309 53.5808267, 9.9648573 53.5808451, 9.9649039 53.5808793)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
"[142762618, 142762619]",asphalt,residential,30,yes,both,,False,True,123.25399999999999,"LINESTRING (9.9643721 53.5804022, 9.9642087 53.5804574, 9.9638779 53.5805824, 9.9633813 53.5808024, 9.9628759 53.5810611)",2,,,,no,6.8,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
142762603,asphalt,residential,50,yes,both,no,False,True,63.293,"LINESTRING (9.9640067 53.5782641, 9.9636566 53.5777342)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[952072727, 973052607]",asphalt,residential,50,yes,both,no,False,False,107.56699999999998,"LINESTRING (9.9640067 53.5782641, 9.964067 53.5783565, 9.9641143 53.5784205, 9.9641651 53.5784728, 9.9642214 53.578517, 9.964294 53.5785652, 9.9644075 53.5786275, 9.9647908 53.5787915, 9.9648264 53.5788069, 9.964869 53.5788253, 9.9651254 53.578936)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
5368901,asphalt,residential,30,yes,right,,True,False,53.728,"LINESTRING (9.967142 53.5829641, 9.9669683 53.582961, 9.9665172 53.582953, 9.9663347 53.5829818)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
44368760,asphalt,primary,50,yes,both,track,False,True,19.573,"LINESTRING (9.967142 53.5829641, 9.9672496 53.5830834, 9.9672819 53.5831193)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
142762606,asphalt,primary,50,yes,,track,False,False,41.442,"LINESTRING (9.967142 53.5829641, 9.9670256 53.5828079, 9.9668845 53.5826242)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
26624848,asphalt,residential,30,yes,none,,False,False,4.815,"LINESTRING (9.9663347 53.5829818, 9.9663023 53.582943)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
"[5368899, 5368900]",asphalt,residential,30,yes,both,opposite,True,False,85.199,"LINESTRING (9.9663347 53.5829818, 9.9662205 53.5830485, 9.9655316 53.5835806)",2,DE:zone30,,,no,6.8,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
20339701,asphalt,primary,50,yes,right,,True,False,53.826,"LINESTRING (9.9740944 53.5801607, 9.9736382 53.5805619)",2,,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
9897692,asphalt,residential,30,yes,both,no,False,True,89.131,"LINESTRING (9.9614903 53.5799628, 9.961773 53.5801823, 9.9622386 53.5805397, 9.9623129 53.5805984)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
"[54499793, 369377045]",asphalt,tertiary,50,yes,both,no,False,False,82.541,"LINESTRING (9.9614903 53.5799628, 9.9606154 53.5803719, 9.9605082 53.5804222)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[54499808, 952072732]",asphalt,tertiary,50,yes,both,no,False,True,150.86100000000002,"LINESTRING (9.9614903 53.5799628, 9.9628259 53.5794013, 9.9629026 53.5793744, 9.9629842 53.5793485, 9.9630441 53.5793305, 9.9631439 53.5793041, 9.9632102 53.5792871, 9.9633191 53.5792712, 9.9634253 53.5792693)",3,,,,,,,,,,3,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,5.1720045428733625
"[1040637120, 605881859]",asphalt,residential,30,yes,"['both', 'separate']",no,False,False,69.009,"LINESTRING (9.968696 53.5760885, 9.9693698 53.5764573, 9.9694612 53.5765112)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
142762605,asphalt,primary,50,yes,both,track,False,True,30.673,"LINESTRING (9.9641881 53.5801489, 9.9643721 53.5804022)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
952072728,asphalt,primary,50,yes,both,track,False,False,22.172,"LINESTRING (9.9641881 53.5801489, 9.9640599 53.5799646)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
154295960,asphalt,residential,30,yes,both,opposite,True,False,156.14600000000002,"LINESTRING (9.9641881 53.5801489, 9.9644205 53.5801489, 9.9645206 53.5801323, 9.9661248 53.5793948)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
23253267,asphalt,residential,30,yes,,,False,False,5.882,"LINESTRING (9.9639496 53.5798059, 9.963874 53.5798339)",2,,,,no,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
23253267,asphalt,residential,30,yes,,,False,True,62.584999999999994,"LINESTRING (9.9631766 53.5798297, 9.9633872 53.5800137, 9.963773 53.5798712, 9.963874 53.5798339)",2,,,,no,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
142762612,asphalt,primary,50,yes,right,,True,False,35.796,"LINESTRING (9.9694356 53.5845336, 9.9692469 53.5848354)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
391821253,asphalt,primary,50,yes,separate,,True,False,10.982,"LINESTRING (9.9752907 53.5789076, 9.975379 53.5788239)",2,,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
"[391821200, 391821198]",asphalt,residential,30,yes,"['right', 'separate']",,True,False,41.39,"LINESTRING (9.9752907 53.5789076, 9.9751162 53.5788674, 9.9750389 53.5788457, 9.9749251 53.5788107, 9.9747286 53.5787443)",2,,no,track,,,,,,,2,3,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,3.346678023850059
43661760,asphalt,primary,50,yes,no,,True,False,6.639,"LINESTRING (9.9695378 53.5840079, 9.969636 53.5840208)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
26812424,asphalt,primary,50,yes,right,,True,False,83.273,"LINESTRING (9.9695378 53.5840079, 9.9696521 53.5838623, 9.9697608 53.5837614, 9.9701798 53.5833644)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
"[137154564, 26933847]",unhewn_cobblestone,service,30,,,,False,True,285.933,"LINESTRING (9.9756627 53.5785787, 9.9755969 53.5785442, 9.9755683 53.5785292, 9.9752939 53.5784621, 9.9749004 53.5783482, 9.9747927 53.5783143, 9.97417 53.5781086, 9.9736575 53.5779476, 9.9732107 53.5778072, 9.9727981 53.5776696, 9.9724889 53.5775333, 9.971987 53.5772501)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
"[137154564, 26933847]",unhewn_cobblestone,service,30,,,,False,False,285.933,"LINESTRING (9.971987 53.5772501, 9.9724889 53.5775333, 9.9727981 53.5776696, 9.9732107 53.5778072, 9.9736575 53.5779476, 9.97417 53.5781086, 9.9747927 53.5783143, 9.9749004 53.5783482, 9.9752939 53.5784621, 9.9755683 53.5785292, 9.9755969 53.5785442, 9.9756627 53.5785787)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
50390275,asphalt,residential,50,yes,separate,no,False,False,7.827,"LINESTRING (9.9718261 53.5819262, 9.9719239 53.581966)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[1150179159, 391821262, 50390278]",asphalt,primary,50,yes,right,,True,False,406.24800000000005,"LINESTRING (9.9718261 53.5819262, 9.9719749 53.5818175, 9.9724049 53.5814453, 9.9731692 53.5807838, 9.9731996 53.5807558, 9.9751436 53.5790476, 9.9751893 53.5790067, 9.9752907 53.5789076)",2,,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
"[598167912, 447080961]",asphalt,residential,50,yes,both,no,False,True,91.34,"LINESTRING (9.9718261 53.5819262, 9.971696 53.5818695, 9.9715919 53.5818237, 9.9713268 53.581707, 9.9707204 53.5814324)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
42878783,asphalt,service,30,yes,,,False,False,15.367,"LINESTRING (9.969636 53.5840208, 9.9695378 53.5841461)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
47704667,asphalt,primary,50,yes,no,,True,False,10.036,"LINESTRING (9.969636 53.5840208, 9.9697816 53.5840468)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
136965467,asphalt,service,50,yes,no,no,False,True,273.9440000000001,"LINESTRING (9.969636 53.5840208, 9.9697727 53.5838893, 9.9698793 53.5837984, 9.9706921 53.5830348, 9.971285 53.5825186, 9.97174 53.5821186, 9.9717739 53.5820905, 9.9718143 53.582057, 9.9719239 53.581966)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
42878783,asphalt,service,30,yes,,,False,True,15.367,"LINESTRING (9.9695378 53.5841461, 9.969636 53.5840208)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
339819560,asphalt,primary,50,yes,no,,True,False,6.703,"LINESTRING (9.9695378 53.5841461, 9.9694395 53.584131)",2,track,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
339819574,asphalt,service,30,yes,,,False,False,112.09,"LINESTRING (9.9695378 53.5841461, 9.9694563 53.5842825, 9.9690209 53.5849851, 9.9689573 53.5850934)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
44369258,fine_gravel,path,20,,,,False,True,27.835,"LINESTRING (9.9690602 53.5822116, 9.9690768 53.5822278, 9.9690761 53.5822684, 9.9691196 53.5823053, 9.9691622 53.5823235, 9.9691513 53.5823968, 9.9691901 53.5824307)",1,,,,,,,,,,1,2,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0619534355479834
142762613,asphalt,primary,50,yes,,,True,False,42.111,"LINESTRING (9.968631 53.5856149, 9.9687497 53.5852428)",2,,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
"[41263866, 41263868]",paving_stones,service,30,yes,,,False,False,49.617000000000004,"LINESTRING (9.9655543 53.5813181, 9.9658002 53.581199, 9.9661399 53.5810384)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
142762609,asphalt,primary,50,yes,both,track,False,False,64.994,"LINESTRING (9.9655543 53.5813181, 9.9653634 53.5811882, 9.9649152 53.5808869, 9.9649039 53.5808793)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
142762609,asphalt,primary,50,yes,both,track,False,True,43.758,"LINESTRING (9.9655543 53.5813181, 9.9659333 53.5815895, 9.9659749 53.5816222)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
"[41263866, 41263868]",paving_stones,service,30,yes,,,False,True,49.617000000000004,"LINESTRING (9.9661399 53.5810384, 9.9658002 53.581199, 9.9655543 53.5813181)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
44368760,asphalt,primary,50,yes,both,track,False,False,9.225999999999999,"LINESTRING (9.9675133 53.5833634, 9.9674539 53.5833101, 9.9674387 53.5832933)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
142762607,asphalt,primary,50,yes,right,,True,False,51.967999999999996,"LINESTRING (9.9675133 53.5833634, 9.9677728 53.5835027, 9.9679331 53.5835888, 9.9681171 53.5836617)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
44369258,fine_gravel,path,20,,,,False,False,27.835,"LINESTRING (9.9691901 53.5824307, 9.9691513 53.5823968, 9.9691622 53.5823235, 9.9691196 53.5823053, 9.9690761 53.5822684, 9.9690768 53.5822278, 9.9690602 53.5822116)",1,,,,,,,,,,1,2,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0619534355479834
44369256,,service,30,yes,,,False,True,69.161,"LINESTRING (9.9698353 53.5826721, 9.9703803 53.5821409)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
44369262,,service,30,yes,,,False,True,19.627,"LINESTRING (9.9701319 53.5820439, 9.9703803 53.5821409)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
44369256,,service,30,yes,,,False,False,69.161,"LINESTRING (9.9703803 53.5821409, 9.9698353 53.5826721)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
44369262,,service,30,yes,,,False,False,19.627,"LINESTRING (9.9703803 53.5821409, 9.9701319 53.5820439)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
44369262,,service,30,yes,,,False,True,71.044,"LINESTRING (9.9703803 53.5821409, 9.9704319 53.5820945, 9.97056 53.582104, 9.9712125 53.5823515, 9.9712792 53.5823768)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
26812424,asphalt,primary,50,yes,right,,True,False,61.80199999999999,"LINESTRING (9.9712792 53.5823768, 9.9716496 53.5820551, 9.9717048 53.5820148, 9.9718261 53.5819262)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
44369262,,service,30,yes,,,False,False,71.04400000000001,"LINESTRING (9.9712792 53.5823768, 9.9712125 53.5823515, 9.97056 53.582104, 9.9704319 53.5820945, 9.9703803 53.5821409)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
20339701,asphalt,primary,50,yes,right,,True,False,93.21000000000001,"LINESTRING (9.9736382 53.5805619, 9.9733815 53.5807958, 9.9733536 53.5808193, 9.9728782 53.5812683)",2,,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
26812424,asphalt,primary,50,yes,right,,True,False,22.841,"LINESTRING (9.9701798 53.5833644, 9.9703801 53.5831969)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
131446720,,service,30,yes,,,True,False,18.268,"LINESTRING (9.9701798 53.5833644, 9.9701102 53.5833382, 9.969946 53.5832765)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
26624848,asphalt,residential,30,yes,none,,False,True,4.815,"LINESTRING (9.9663023 53.582943, 9.9663347 53.5829818)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
54461833,asphalt,residential,30,yes,right,,True,False,52.842000000000006,"LINESTRING (9.9663023 53.582943, 9.9664391 53.5829045, 9.9667691 53.5826968, 9.9668845 53.5826242)",2,,,,no,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
142762610,asphalt,primary,50,yes,both,track,False,False,32.667,"LINESTRING (9.9628853 53.5786255, 9.9626195 53.5783777)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
952072735,asphalt,primary,50,yes,right,,True,False,87.25,"LINESTRING (9.9628853 53.5786255, 9.9631247 53.5787448, 9.9632935 53.5788976, 9.9633896 53.5789896, 9.9634441 53.5790505, 9.963481 53.5790963, 9.9636201 53.5792656)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
952072736,paving_stones,service,30,,,,False,False,15.263,"LINESTRING (9.9619924 53.5786167, 9.9621234 53.5787298)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
"[173937384, 173937377, 54584620]",paving_stones,service,30,yes,,,False,True,49.298,"LINESTRING (9.9619924 53.5786167, 9.9622874 53.5785112, 9.9624467 53.5784586, 9.9626195 53.5783777)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
1186493204,,service,30,,,,False,False,18.746,"LINESTRING (9.9619924 53.5786167, 9.9619288 53.5785962, 9.9618876 53.5785807, 9.9618638 53.5785755, 9.9618393 53.5785723, 9.9618155 53.5785741, 9.961789 53.5785805, 9.96174 53.5786008)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
142762610,asphalt,primary,50,yes,both,track,False,True,32.667,"LINESTRING (9.9626195 53.5783777, 9.9628853 53.5786255)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
"[173937384, 173937377, 54584620]",paving_stones,service,30,yes,,,False,False,49.298,"LINESTRING (9.9626195 53.5783777, 9.9624467 53.5784586, 9.9622874 53.5785112, 9.9619924 53.5786167)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
142762610,asphalt,primary,50,yes,both,track,False,False,34.272,"LINESTRING (9.9626195 53.5783777, 9.9624504 53.5782109, 9.9623556 53.5781123)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
952072736,paving_stones,service,30,,,,False,True,15.263,"LINESTRING (9.9621234 53.5787298, 9.9619924 53.5786167)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
55364612,,service,30,yes,,,False,True,165.866,"LINESTRING (9.9670489 53.5851441, 9.9672163 53.5848784, 9.9673218 53.5846041, 9.9681912 53.5838345)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
"[945220857, 945220853, 945220854]",paving_stones,service,30,yes,,,False,False,51.541,"LINESTRING (9.9650419 53.5840166, 9.9651787 53.5840703, 9.9653292 53.5841286, 9.9653949 53.5841546, 9.9655339 53.5841368, 9.965647 53.5840276)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
